"id","identifier","claim","asserter","disputer","bond","currency","expirationTime","settlementResolution"
"0x00734fa4ddc79c6a1ea43b2f1a6e3bc2c69d188199465f561556d928c6c2aa7f","0x524f50555f455448780000000000000000000000000000000000000000000000","","0x51881a1cde5dbae15d02ae1824940b19768d8f2b","","600000000","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48",1736548619,true
"0x025d48aeb8d8dac8f760788257ccf62a02345785cc929cb088d185cb818e1700","0x524f50555f455448780000000000000000000000000000000000000000000000","","0x51881a1cde5dbae15d02ae1824940b19768d8f2b","","600000000","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48",1753828655,true
"0x02c4c7cf9add90a145c3c6df0797cffc44677041e70da48ddd3cf397f2b2fc48","0x524f50555f455448780000000000000000000000000000000000000000000000","","0x51881a1cde5dbae15d02ae1824940b19768d8f2b","","600000000","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48",1751927843,true
"0x031dc74c64e72e4585d63408beaa083e2bf9bc511c21487e640f1b556dd82cf8","0x4153534552545f54525554480000000000000000000000000000000000000000","proposalHash:34c5ce8a50bfc21ba32b8d0e47e23b0ea9cba8a4e56ef959344091ec38419c3b,explanation:""bafkreibzggguqcnrmxzdkgl26xreoxpiuirabhixn5nilxxtnkh454btd4"",rules:""I assert that this transaction proposal is valid according to the following rules: Proposals approved on Snapshot, as verified at https://snapshot.org/#/acrossprotocol.eth, are valid as long as there is a minimum quorum of 6000000 and a minimum voting period of 72 hours and it does not appear that the Snapshot voting system is being exploited or is otherwise unavailable. The quorum and voting period are minimum requirements for a proposal to be valid. Quorum and voting period values set for a specific proposal in Snapshot should be used if they are more strict than the rules parameter. The explanation included with the on-chain proposal must be the unique IPFS identifier for the specific Snapshot proposal that was approved or a unique identifier for a proposal in an alternative voting system approved by DAO social consensus if Snapshot is being exploited or is otherwise unavailable.""","0x33965f7d08f61a62b86c1ab9be5d82c42f4c3081","","2000000000000000000","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2",1714337147,true
"0x03af21c107be353f067dbe9d19c342006442c41ebbe6239c38a7fe94220baa2f","0x524f50555f455448780000000000000000000000000000000000000000000000","-","0x51881a1cde5dbae15d02ae1824940b19768d8f2b","","600000000","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48",1716555983,true
"0x03b372ae59466107e17839620a344b05cf95c519ac5f2a5a1dc8d8ca9ec9bd22","0x524f50555f455448780000000000000000000000000000000000000000000000","}","0x51881a1cde5dbae15d02ae1824940b19768d8f2b","","600000000","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48",1701065207,true
"0x042e5d27743b4f116a85ee502d366ba0ba8cc1423201d695c85897ec306898e4","0x524f50555f455448780000000000000000000000000000000000000000000000","","0x51881a1cde5dbae15d02ae1824940b19768d8f2b","","600000000","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48",1728340607,true
"0x043ee0d28ea39e1062f9ef174c2220480dfc6c6e1fa62d55fd1f49c79454f862","0x4153534552545f54525554480000000000000000000000000000000000000000","proposalHash:d09f12a15ac1af9dbf4eda20867441cead11d46557d0bcfbcb9f48a035b16d22,explanation:""bafkreihqtremnlr4uye5hwqexitreebsto2beqak4ndp5k2z4j5mwzxjoq"",rules:""I assert that this transaction proposal is valid according to the following rules: Proposals approved on Snapshot, as verified at https://snapshot.org/#/community.nexusmutual.eth, are valid as long as there is a minimum quorum of 50000 and a minimum voting period of 120 hours and it does not appear that the Snapshot voting system is being exploited or is otherwise unavailable. The quorum and voting period are minimum requirements for a proposal to be valid. Quorum and voting period values set for a specific proposal in Snapshot should be used if they are more strict than the rules parameter. The explanation included with the on-chain proposal must be the unique IPFS identifier for the specific Snapshot proposal that was approved or a unique identifier for a proposal in an alternative voting system approved by DAO social consensus if Snapshot is being exploited or is otherwise unavailable.""","0x33965f7d08f61a62b86c1ab9be5d82c42f4c3081","","2000000000000000000","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2",1715169371,true
"0x04e653ef1132404c0c16bf2df58674f845ae27a2fd5d7551f250a3a2329abcea","0x524f50555f455448780000000000000000000000000000000000000000000000","]","0x51881a1cde5dbae15d02ae1824940b19768d8f2b","","600000000","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48",1720650911,true
"0x05e63523f069423d3119643fc4e08a684771e27f73853cdf7d3d4b2d84c6c12b","0x4153534552545f54525554480000000000000000000000000000000000000000","proposalHash:ee1d2a7573dbfc126369e3bb7eac04b0f157d93a20d719dc1b9c86127ce806de,explanation:""bafkreibm3yxv4klpwmsjx62nhydvbb4wern6krhb5jqat4j3dit3glijge"",rules:""I assert that this transaction proposal is valid according to the following rules: Proposals approved on Snapshot, as verified at https://snapshot.org/#/epochisland.eth/, are valid as long as there is a minimum quorum of 56600207 and a minimum voting period of 144 hours and it does not appear that the Snapshot voting system is being exploited or is otherwise unavailable. The quorum and voting period are minimum requirements for a proposal to be valid. Quorum and voting period values set for a specific proposal in Snapshot should be used if they are more strict than the rules parameter. The explanation included with the on-chain proposal must be the unique IPFS identifier for the specific Snapshot proposal that was approved or a unique identifier for a proposal in an alternative voting system approved by DAO social consensus if Snapshot is being exploited or is otherwise unavailable.""","0x33965f7d08f61a62b86c1ab9be5d82c42f4c3081","","2000000000000000000","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2",1707062471,true
